Total Nacional;Distritos;Tipo de dato;Periodo;Total
Total Nacional;2807916 Madrid distrito 16;Variación anual;2022;2,3
Total Nacional;2807916 Madrid distrito 16;Variación anual;2021;0,4
Total Nacional;2807916 Madrid distrito 16;Variación anual;2020;0,6
Total Nacional;2807916 Madrid distrito 16;Variación anual;2019;4
Total Nacional;2807916 Madrid distrito 16;Variación anual;2018;2,8
Total Nacional;2807916 Madrid distrito 16;Variación anual;2017;2,1
Total Nacional;2807916 Madrid distrito 16;Variación anual;2016;1,7
Total Nacional;2807916 Madrid distrito 16;Variación anual;2015;0,4
Total Nacional;2807916 Madrid distrito 16;Variación anual;2014;-0,8
Total Nacional;2807916 Madrid distrito 16;Variación anual;2013;-2,8
Total Nacional;2807916 Madrid distrito 16;Variación anual;2012;-1
Total Nacional;2807916 Madrid distrito 16;Variación anual;2011;..
Total Nacional;2807917 Madrid distrito 17;Índice;2022;115,038
Total Nacional;2807917 Madrid distrito 17;Índice;2021;112,388
Total Nacional;2807917 Madrid distrito 17;Índice;2020;110,709
Total Nacional;2807917 Madrid distrito 17;Índice;2019;109,742
Total Nacional;2807917 Madrid distrito 17;Índice;2018;105,721
Total Nacional;2807917 Madrid distrito 17;Índice;2017;103,612
Total Nacional;2807917 Madrid distrito 17;Índice;2016;102,146
Total Nacional;2807917 Madrid distrito 17;Índice;2015;100
Total Nacional;2807917 Madrid distrito 17;Índice;2014;100,977
Total Nacional;2807917 Madrid distrito 17;Índice;2013;102,678
Total Nacional;2807917 Madrid distrito 17;Índice;2012;107,887
Total Nacional;2807917 Madrid distrito 17;Índice;2011;110,124
Total Nacional;2807917 Madrid distrito 17;Variación anual;2022;2,4
Total Nacional;2807917 Madrid distrito 17;Variación anual;2021;1,5
Total Nacional;2807917 Madrid distrito 17;Variación anual;2020;0,9
Total Nacional;2807917 Madrid distrito 17;Variación anual;2019;3,8
Total Nacional;2807917 Madrid distrito 17;Variación anual;2018;2
Total Nacional;2807917 Madrid distrito 17;Variación anual;2017;1,4
Total Nacional;2807917 Madrid distrito 17;Variación anual;2016;2,1
Total Nacional;2807917 Madrid distrito 17;Variación anual;2015;-1
Total Nacional;2807917 Madrid distrito 17;Variación anual;2014;-1,7
Total Nacional;2807917 Madrid distrito 17;Variación anual;2013;-4,8
Total Nacional;2807917 Madrid distrito 17;Variación anual;2012;-2
Total Nacional;2807917 Madrid distrito 17;Variación anual;2011;..
Total Nacional;2807918 Madrid distrito 18;Índice;2022;117,335
Total Nacional;2807918 Madrid distrito 18;Índice;2021;115,371
Total Nacional;2807918 Madrid distrito 18;Índice;2020;114,166
Total Nacional;2807918 Madrid distrito 18;Índice;2019;112,708
Total Nacional;2807918 Madrid distrito 18;Índice;2018;107,868
Total Nacional;2807918 Madrid distrito 18;Índice;2017;104,463
Total Nacional;2807918 Madrid distrito 18;Índice;2016;102,601
Total Nacional;2807918 Madrid distrito 18;Índice;2015;100
Total Nacional;2807918 Madrid distrito 18;Índice;2014;100,237
Total Nacional;2807918 Madrid distrito 18;Índice;2013;100,91
Total Nacional;2807918 Madrid distrito 18;Índice;2012;103,885
Total Nacional;2807918 Madrid distrito 18;Índice;2011;105,289
Total Nacional;2807918 Madrid distrito 18;Variación anual;2022;1,7
Total Nacional;2807918 Madrid distrito 18;Variación anual;2021;1,1
Total Nacional;2807918 Madrid distrito 18;Variación anual;2020;1,3
Total Nacional;2807918 Madrid distrito 18;Variación anual;2019;4,5
Total Nacional;2807918 Madrid distrito 18;Variación anual;2018;3,3
Total Nacional;2807918 Madrid distrito 18;Variación anual;2017;1,8
Total Nacional;2807918 Madrid distrito 18;Variación anual;2016;2,6
Total Nacional;2807918 Madrid distrito 18;Variación anual;2015;-0,2
Total Nacional;2807918 Madrid distrito 18;Variación anual;2014;-0,7
Total Nacional;2807918 Madrid distrito 18;Variación anual;2013;-2,9
Total Nacional;2807918 Madrid distrito 18;Variación anual;2012;-1,3
Total Nacional;2807918 Madrid distrito 18;Variación anual;2011;..
Total Nacional;2807919 Madrid distrito 19;Índice;2022;115,841
Total Nacional;2807919 Madrid distrito 19;Índice;2021;113,48
Total Nacional;2807919 Madrid distrito 19;Índice;2020;111,977
Total Nacional;2807919 Madrid distrito 19;Índice;2019;110,991
Total Nacional;2807919 Madrid distrito 19;Índice;2018;107,107
Total Nacional;2807919 Madrid distrito 19;Índice;2017;104,457
Total Nacional;2807919 Madrid distrito 19;Índice;2016;102,621
Total Nacional;2807919 Madrid distrito 19;Índice;2015;100
Total Nacional;2807919 Madrid distrito 19;Índice;2014;99,854
Total Nacional;2807919 Madrid distrito 19;Índice;2013;100,928
Total Nacional;2807919 Madrid distrito 19;Índice;2012;105,396
Total Nacional;2807919 Madrid distrito 19;Índice;2011;106,924
Total Nacional;2807919 Madrid distrito 19;Variación anual;2022;2,1
Total Nacional;2807919 Madrid distrito 19;Variación anual;2021;1,3
Total Nacional;2807919 Madrid distrito 19;Variación anual;2020;0,9
Total Nacional;2807919 Madrid distrito 19;Variación anual;2019;3,6
Total Nacional;2807919 Madrid distrito 19;Variación anual;2018;2,5
Total Nacional;2807919 Madrid distrito 19;Variación anual;2017;1,8
Total Nacional;2807919 Madrid distrito 19;Variación anual;2016;2,6
Total Nacional;2807919 Madrid distrito 19;Variación anual;2015;0,1
Total Nacional;2807919 Madrid distrito 19;Variación anual;2014;-1,1
Total Nacional;2807919 Madrid distrito 19;Variación anual;2013;-4,2
Total Nacional;2807919 Madrid distrito 19;Variación anual;2012;-1,4
Total Nacional;2807919 Madrid distrito 19;Variación anual;2011;..
Total Nacional;2807920 Madrid distrito 20;Índice;2022;115,859
Total Nacional;2807920 Madrid distrito 20;Índice;2021;113,44
Total Nacional;2807920 Madrid distrito 20;Índice;2020;112,27
Total Nacional;2807920 Madrid distrito 20;Índice;2019;111,299
Total Nacional;2807920 Madrid distrito 20;Índice;2018;106,749
Total Nacional;2807920 Madrid distrito 20;Índice;2017;103,44
Total Nacional;2807920 Madrid distrito 20;Índice;2016;101,657
Total Nacional;2807920 Madrid distrito 20;Índice;2015;100
Total Nacional;2807920 Madrid distrito 20;Índice;2014;99,444
Total Nacional;2807920 Madrid distrito 20;Índice;2013;100,049
Total Nacional;2807920 Madrid distrito 20;Índice;2012;103,014
Total Nacional;2807920 Madrid distrito 20;Índice;2011;105,189
Total Nacional;2807920 Madrid distrito 20;Variación anual;2022;2,1
Total Nacional;2807920 Madrid distrito 20;Variación anual;2021;1
Total Nacional;2807920 Madrid distrito 20;Variación anual;2020;0,9
Total Nacional;2807920 Madrid distrito 20;Variación anual;2019;4,3
Total Nacional;2807920 Madrid distrito 20;Variación anual;2018;3,2
Total Nacional;2807920 Madrid distrito 20;Variación anual;2017;1,8
Total Nacional;2807920 Madrid distrito 20;Variación anual;2016;1,7
Total Nacional;2807920 Madrid distrito 20;Variación anual;2015;0,6
Total Nacional;2807920 Madrid distrito 20;Variación anual;2014;-0,6
Total Nacional;2807920 Madrid distrito 20;Variación anual;2013;-2,9
Total Nacional;2807920 Madrid distrito 20;Variación anual;2012;-2,1
Total Nacional;2807920 Madrid distrito 20;Variación anual;2011;..
Total Nacional;2807921 Madrid distrito 21;Índice;2022;113,568
Total Nacional;2807921 Madrid distrito 21;Índice;2021;111,166
Total Nacional;2807921 Madrid distrito 21;Índice;2020;110,134
Total Nacional;2807921 Madrid distrito 21;Índice;2019;110,599
Total Nacional;2807921 Madrid distrito 21;Índice;2018;105,87
Total Nacional;2807921 Madrid distrito 21;Índice;2017;103,413
Total Nacional;2807921 Madrid distrito 21;Índice;2016;101,523
Total Nacional;2807921 Madrid distrito 21;Índice;2015;100
Total Nacional;2807921 Madrid distrito 21;Índice;2014;98,859
Total Nacional;2807921 Madrid distrito 21;Índice;2013;100,027
Total Nacional;2807921 Madrid distrito 21;Índice;2012;102,107
Total Nacional;2807921 Madrid distrito 21;Índice;2011;104,554
Total Nacional;2807921 Madrid distrito 21;Variación anual;2022;2,2
Total Nacional;2807921 Madrid distrito 21;Variación anual;2021;0,9
Total Nacional;2807921 Madrid distrito 21;Variación anual;2020;-0,4
Total Nacional;2807921 Madrid distrito 21;Variación anual;2019;4,5
Total Nacional;2807921 Madrid distrito 21;Variación anual;2018;2,4
Total Nacional;2807921 Madrid distrito 21;Variación anual;2017;1,9
Total Nacional;2807921 Madrid distrito 21;Variación anual;2016;1,5
Total Nacional;2807921 Madrid distrito 21;Variación anual;2015;1,2
Total Nacional;2807921 Madrid distrito 21;Variación anual;2014;-1,2
Total Nacional;2807921 Madrid distrito 21;Variación anual;2013;-2
Total Nacional;2807921 Madrid distrito 21;Variación anual;2012;-2,3
Total Nacional;2807921 Madrid distrito 21;Variación anual;2011;..
Total Nacional;2906701 Málaga distrito 01;Índice;2022;120,729
Total Nacional;2906701 Málaga distrito 01;Índice;2021;115,729
Total Nacional;2906701 Málaga distrito 01;Índice;2020;116,28
Total Nacional;2906701 Málaga distrito 01;Índice;2019;117,134
Total Nacional;2906701 Málaga distrito 01;Índice;2018;110,824
Total Nacional;2906701 Málaga distrito 01;Índice;2017;108,076
Total Nacional;2906701 Málaga distrito 01;Índice;2016;105,289
Total Nacional;2906701 Málaga distrito 01;Índice;2015;100
Total Nacional;2906701 Málaga distrito 01;Índice;2014;98,298
Total Nacional;2906701 Málaga distrito 01;Índice;2013;95,902
Total Nacional;2906701 Málaga distrito 01;Índice;2012;98,041
Total Nacional;2906701 Málaga distrito 01;Índice;2011;97,664
Total Nacional;2906701 Málaga distrito 01;Variación anual;2022;4,3
Total Nacional;2906701 Málaga distrito 01;Variación anual;2021;-0,5
Total Nacional;2906701 Málaga distrito 01;Variación anual;2020;-0,7
Total Nacional;2906701 Málaga distrito 01;Variación anual;2019;5,7
Total Nacional;2906701 Málaga distrito 01;Variación anual;2018;2,5
Total Nacional;2906701 Málaga distrito 01;Variación anual;2017;2,6
Total Nacional;2906701 Málaga distrito 01;Variación anual;2016;5,3
Total Nacional;2906701 Málaga distrito 01;Variación anual;2015;1,7
Total Nacional;2906701 Málaga distrito 01;Variación anual;2014;2,5
Total Nacional;2906701 Málaga distrito 01;Variación anual;2013;-2,2
Total Nacional;2906701 Málaga distrito 01;Variación anual;2012;0,4
Total Nacional;2906701 Málaga distrito 01;Variación anual;2011;..
Total Nacional;2906702 Málaga distrito 02;Índice;2022;120,345
Total Nacional;2906702 Málaga distrito 02;Índice;2021;115,636
Total Nacional;2906702 Málaga distrito 02;Índice;2020;113,297
Total Nacional;2906702 Málaga distrito 02;Índice;2019;112,239
Total Nacional;2906702 Málaga distrito 02;Índice;2018;107,371
Total Nacional;2906702 Málaga distrito 02;Índice;2017;104,233
Total Nacional;2906702 Málaga distrito 02;Índice;2016;102,12
Total Nacional;2906702 Málaga distrito 02;Índice;2015;100
Total Nacional;2906702 Málaga distrito 02;Índice;2014;99,107
Total Nacional;2906702 Málaga distrito 02;Índice;2013;99,197
Total Nacional;2906702 Málaga distrito 02;Índice;2012;100,516
Total Nacional;2906702 Málaga distrito 02;Índice;2011;101,869
Total Nacional;2906702 Málaga distrito 02;Variación anual;2022;4,1
Total Nacional;2906702 Málaga distrito 02;Variación anual;2021;2,1
Total Nacional;2906702 Málaga distrito 02;Variación anual;2020;0,9
Total Nacional;2906702 Málaga distrito 02;Variación anual;2019;4,5
Total Nacional;2906702 Málaga distrito 02;Variación anual;2018;3
Total Nacional;2906702 Málaga distrito 02;Variación anual;2017;2,1
Total Nacional;2906702 Málaga distrito 02;Variación anual;2016;2,1
Total Nacional;2906702 Málaga distrito 02;Variación anual;2015;0,9
Total Nacional;2906702 Málaga distrito 02;Variación anual;2014;-0,1
Total Nacional;2906702 Málaga distrito 02;Variación anual;2013;-1,3
Total Nacional;2906702 Málaga distrito 02;Variación anual;2012;-1,3
Total Nacional;2906702 Málaga distrito 02;Variación anual;2011;..
Total Nacional;2906703 Málaga distrito 03;Índice;2022;124,074
Total Nacional;2906703 Málaga distrito 03;Índice;2021;118,29
Total Nacional;2906703 Málaga distrito 03;Índice;2020;116,438
Total Nacional;2906703 Málaga distrito 03;Índice;2019;115,879
Total Nacional;2906703 Málaga distrito 03;Índice;2018;109,445
Total Nacional;2906703 Málaga distrito 03;Índice;2017;104,405
Total Nacional;2906703 Málaga distrito 03;Índice;2016;100,873
Total Nacional;2906703 Málaga distrito 03;Índice;2015;100
Total Nacional;2906703 Málaga distrito 03;Índice;2014;97,566
Total Nacional;2906703 Málaga distrito 03;Índice;2013;96,099
Total Nacional;2906703 Málaga distrito 03;Índice;2012;99,588
Total Nacional;2906703 Málaga distrito 03;Índice;2011;97,228
Total Nacional;2906703 Málaga distrito 03;Variación anual;2022;4,9
Total Nacional;2906703 Málaga distrito 03;Variación anual;2021;1,6
Total Nacional;2906703 Málaga distrito 03;Variación anual;2020;0,5
Total Nacional;2906703 Málaga distrito 03;Variación anual;2019;5,9
Total Nacional;2906703 Málaga distrito 03;Variación anual;2018;4,8
Total Nacional;2906703 Málaga distrito 03;Variación anual;2017;3,5
Total Nacional;2906703 Málaga distrito 03;Variación anual;2016;0,9
Total Nacional;2906703 Málaga distrito 03;Variación anual;2015;2,5
Total Nacional;2906703 Málaga distrito 03;Variación anual;2014;1,5
Total Nacional;2906703 Málaga distrito 03;Variación anual;2013;-3,5
Total Nacional;2906703 Málaga distrito 03;Variación anual;2012;2,4
Total Nacional;2906703 Málaga distrito 03;Variación anual;2011;..
Total Nacional;2906704 Málaga distrito 04;Índice;2022;120,368
Total Nacional;2906704 Málaga distrito 04;Índice;2021;115,487
Total Nacional;2906704 Málaga distrito 04;Índice;2020;114,585
Total Nacional;2906704 Málaga distrito 04;Índice;2019;114,755
Total Nacional;2906704 Málaga distrito 04;Índice;2018;109,623
Total Nacional;2906704 Málaga distrito 04;Índice;2017;105,356
Total Nacional;2906704 Málaga distrito 04;Índice;2016;101,955
Total Nacional;2906704 Málaga distrito 04;Índice;2015;100
Total Nacional;2906704 Málaga distrito 04;Índice;2014;97,031
Total Nacional;2906704 Málaga distrito 04;Índice;2013;98,483
Total Nacional;2906704 Málaga distrito 04;Índice;2012;99,447
Total Nacional;2906704 Málaga distrito 04;Índice;2011;102,417
Total Nacional;2906704 Málaga distrito 04;Variación anual;2022;4,2
Total Nacional;2906704 Málaga distrito 04;Variación anual;2021;0,8
Total Nacional;2906704 Málaga distrito 04;Variación anual;2020;-0,1
Total Nacional;2906704 Málaga distrito 04;Variación anual;2019;4,7
Total Nacional;2906704 Málaga distrito 04;Variación anual;2018;4,1
Total Nacional;2906704 Málaga distrito 04;Variación anual;2017;3,3
Total Nacional;2906704 Málaga distrito 04;Variación anual;2016;2
Total Nacional;2906704 Málaga distrito 04;Variación anual;2015;3,1
Total Nacional;2906704 Málaga distrito 04;Variación anual;2014;-1,5
Total Nacional;2906704 Málaga distrito 04;Variación anual;2013;-1
Total Nacional;2906704 Málaga distrito 04;Variación anual;2012;-2,9
Total Nacional;2906704 Málaga distrito 04;Variación anual;2011;..
Total Nacional;2906705 Málaga distrito 05;Índice;2022;124,68
Total Nacional;2906705 Málaga distrito 05;Índice;2021;117,406
Total Nacional;2906705 Málaga distrito 05;Índice;2020;118,143
Total Nacional;2906705 Málaga distrito 05;Índice;2019;119,346
Total Nacional;2906705 Málaga distrito 05;Índice;2018;113,682
Total Nacional;2906705 Málaga distrito 05;Índice;2017;108,048
Total Nacional;2906705 Málaga distrito 05;Índice;2016;104,13
Total Nacional;2906705 Málaga distrito 05;Índice;2015;100
Total Nacional;2906705 Málaga distrito 05;Índice;2014;100,759
Total Nacional;2906705 Málaga distrito 05;Índice;2013;98,318
Total Nacional;2906705 Málaga distrito 05;Índice;2012;102,614
Total Nacional;2906705 Málaga distrito 05;Índice;2011;105,039
Total Nacional;2906705 Málaga distrito 05;Variación anual;2022;6,2
Total Nacional;2906705 Málaga distrito 05;Variación anual;2021;-0,6
Total Nacional;2906705 Málaga distrito 05;Variación anual;2020;-1
Total Nacional;2906705 Málaga distrito 05;Variación anual;2019;5
Total Nacional;2906705 Málaga distrito 05;Variación anual;2018;5,2
Total Nacional;2906705 Málaga distrito 05;Variación anual;2017;3,8
Total Nacional;2906705 Málaga distrito 05;Variación anual;2016;4,1
Total Nacional;2906705 Málaga distrito 05;Variación anual;2015;-0,8
Total Nacional;2906705 Málaga distrito 05;Variación anual;2014;2,5
Total Nacional;2906705 Málaga distrito 05;Variación anual;2013;-4,2
Total Nacional;2906705 Málaga distrito 05;Variación anual;2012;-2,3
Total Nacional;2906705 Málaga distrito 05;Variación anual;2011;..
Total Nacional;2906706 Málaga distrito 06;Índice;2022;120,837
Total Nacional;2906706 Málaga distrito 06;Índice;2021;116,753
