Total Nacional;Provincias;Tipo de edificación;Tipo de dato;Periodo;Total
Total Nacional;34 Palencia;Vivienda unifamiliar;Índice;2014;100,249
Total Nacional;34 Palencia;Vivienda unifamiliar;Índice;2013;95,864
Total Nacional;34 Palencia;Vivienda unifamiliar;Índice;2012;98,63
Total Nacional;34 Palencia;Vivienda unifamiliar;Índice;2011;96,725
Total Nacional;34 Palencia;Vivienda unifamiliar;Variación anual;2022;1,9
Total Nacional;34 Palencia;Vivienda unifamiliar;Variación anual;2021;0
Total Nacional;34 Palencia;Vivienda unifamiliar;Variación anual;2020;1,1
Total Nacional;34 Palencia;Vivienda unifamiliar;Variación anual;2019;-0,8
Total Nacional;34 Palencia;Vivienda unifamiliar;Variación anual;2018;1,2
Total Nacional;34 Palencia;Vivienda unifamiliar;Variación anual;2017;1,4
Total Nacional;34 Palencia;Vivienda unifamiliar;Variación anual;2016;3,4
Total Nacional;34 Palencia;Vivienda unifamiliar;Variación anual;2015;-0,2
Total Nacional;34 Palencia;Vivienda unifamiliar;Variación anual;2014;4,6
Total Nacional;34 Palencia;Vivienda unifamiliar;Variación anual;2013;-2,8
Total Nacional;34 Palencia;Vivienda unifamiliar;Variación anual;2012;2
Total Nacional;34 Palencia;Vivienda unifamiliar;Variación anual;2011;..
Total Nacional;34 Palencia;Vivienda colectiva;Índice;2022;110,118
Total Nacional;34 Palencia;Vivienda colectiva;Índice;2021;108,672
Total Nacional;34 Palencia;Vivienda colectiva;Índice;2020;107,464
Total Nacional;34 Palencia;Vivienda colectiva;Índice;2019;106,566
Total Nacional;34 Palencia;Vivienda colectiva;Índice;2018;104,452
Total Nacional;34 Palencia;Vivienda colectiva;Índice;2017;102,878
Total Nacional;34 Palencia;Vivienda colectiva;Índice;2016;101,866
Total Nacional;34 Palencia;Vivienda colectiva;Índice;2015;100
Total Nacional;34 Palencia;Vivienda colectiva;Índice;2014;100,093
Total Nacional;34 Palencia;Vivienda colectiva;Índice;2013;100,301
Total Nacional;34 Palencia;Vivienda colectiva;Índice;2012;101,349
Total Nacional;34 Palencia;Vivienda colectiva;Índice;2011;101,117
Total Nacional;34 Palencia;Vivienda colectiva;Variación anual;2022;1,3
Total Nacional;34 Palencia;Vivienda colectiva;Variación anual;2021;1,1
Total Nacional;34 Palencia;Vivienda colectiva;Variación anual;2020;0,8
Total Nacional;34 Palencia;Vivienda colectiva;Variación anual;2019;2
Total Nacional;34 Palencia;Vivienda colectiva;Variación anual;2018;1,5
Total Nacional;34 Palencia;Vivienda colectiva;Variación anual;2017;1
Total Nacional;34 Palencia;Vivienda colectiva;Variación anual;2016;1,9
Total Nacional;34 Palencia;Vivienda colectiva;Variación anual;2015;-0,1
Total Nacional;34 Palencia;Vivienda colectiva;Variación anual;2014;-0,2
Total Nacional;34 Palencia;Vivienda colectiva;Variación anual;2013;-1
Total Nacional;34 Palencia;Vivienda colectiva;Variación anual;2012;0,2
Total Nacional;34 Palencia;Vivienda colectiva;Variación anual;2011;..
Total Nacional;35 Palmas, Las;Total;Índice;2022;115,058
Total Nacional;35 Palmas, Las;Total;Índice;2021;112,18
Total Nacional;35 Palmas, Las;Total;Índice;2020;110,376
Total Nacional;35 Palmas, Las;Total;Índice;2019;110,457
Total Nacional;35 Palmas, Las;Total;Índice;2018;107,077
Total Nacional;35 Palmas, Las;Total;Índice;2017;104,351
Total Nacional;35 Palmas, Las;Total;Índice;2016;102,004
Total Nacional;35 Palmas, Las;Total;Índice;2015;100
Total Nacional;35 Palmas, Las;Total;Índice;2014;99,31
Total Nacional;35 Palmas, Las;Total;Índice;2013;99,054
Total Nacional;35 Palmas, Las;Total;Índice;2012;100,413
Total Nacional;35 Palmas, Las;Total;Índice;2011;101,246
Total Nacional;35 Palmas, Las;Total;Variación anual;2022;2,6
Total Nacional;35 Palmas, Las;Total;Variación anual;2021;1,6
Total Nacional;35 Palmas, Las;Total;Variación anual;2020;-0,1
Total Nacional;35 Palmas, Las;Total;Variación anual;2019;3,2
Total Nacional;35 Palmas, Las;Total;Variación anual;2018;2,6
Total Nacional;35 Palmas, Las;Total;Variación anual;2017;2,3
Total Nacional;35 Palmas, Las;Total;Variación anual;2016;2
Total Nacional;35 Palmas, Las;Total;Variación anual;2015;0,7
Total Nacional;35 Palmas, Las;Total;Variación anual;2014;0,3
Total Nacional;35 Palmas, Las;Total;Variación anual;2013;-1,4
Total Nacional;35 Palmas, Las;Total;Variación anual;2012;-0,8
Total Nacional;35 Palmas, Las;Total;Variación anual;2011;..
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Índice;2022;113,722
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Índice;2021;110,413
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Índice;2020;108,643
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Índice;2019;110,053
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Índice;2018;108,359
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Índice;2017;105,611
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Índice;2016;102,658
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Índice;2015;100
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Índice;2014;99,244
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Índice;2013;98,365
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Índice;2012;99,042
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Índice;2011;99,402
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Variación anual;2022;3
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Variación anual;2021;1,6
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Variación anual;2020;-1,3
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Variación anual;2019;1,6
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Variación anual;2018;2,6
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Variación anual;2017;2,9
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Variación anual;2016;2,7
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Variación anual;2015;0,8
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Variación anual;2014;0,9
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Variación anual;2013;-0,7
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Variación anual;2012;-0,4
Total Nacional;35 Palmas, Las;Vivienda unifamiliar;Variación anual;2011;..
Total Nacional;35 Palmas, Las;Vivienda colectiva;Índice;2022;115,464
Total Nacional;35 Palmas, Las;Vivienda colectiva;Índice;2021;112,732
Total Nacional;35 Palmas, Las;Vivienda colectiva;Índice;2020;110,919
Total Nacional;35 Palmas, Las;Vivienda colectiva;Índice;2019;110,572
Total Nacional;35 Palmas, Las;Vivienda colectiva;Índice;2018;106,652
Total Nacional;35 Palmas, Las;Vivienda colectiva;Índice;2017;103,933
Total Nacional;35 Palmas, Las;Vivienda colectiva;Índice;2016;101,789
Total Nacional;35 Palmas, Las;Vivienda colectiva;Índice;2015;100
Total Nacional;35 Palmas, Las;Vivienda colectiva;Índice;2014;99,331
Total Nacional;35 Palmas, Las;Vivienda colectiva;Índice;2013;99,279
Total Nacional;35 Palmas, Las;Vivienda colectiva;Índice;2012;100,858
Total Nacional;35 Palmas, Las;Vivienda colectiva;Índice;2011;101,832
Total Nacional;35 Palmas, Las;Vivienda colectiva;Variación anual;2022;2,4
Total Nacional;35 Palmas, Las;Vivienda colectiva;Variación anual;2021;1,6
Total Nacional;35 Palmas, Las;Vivienda colectiva;Variación anual;2020;0,3
Total Nacional;35 Palmas, Las;Vivienda colectiva;Variación anual;2019;3,7
Total Nacional;35 Palmas, Las;Vivienda colectiva;Variación anual;2018;2,6
Total Nacional;35 Palmas, Las;Vivienda colectiva;Variación anual;2017;2,1
Total Nacional;35 Palmas, Las;Vivienda colectiva;Variación anual;2016;1,8
Total Nacional;35 Palmas, Las;Vivienda colectiva;Variación anual;2015;0,7
Total Nacional;35 Palmas, Las;Vivienda colectiva;Variación anual;2014;0,1
Total Nacional;35 Palmas, Las;Vivienda colectiva;Variación anual;2013;-1,6
Total Nacional;35 Palmas, Las;Vivienda colectiva;Variación anual;2012;-1
Total Nacional;35 Palmas, Las;Vivienda colectiva;Variación anual;2011;..
Total Nacional;36 Pontevedra;Total;Índice;2022;112,617
Total Nacional;36 Pontevedra;Total;Índice;2021;109,613
Total Nacional;36 Pontevedra;Total;Índice;2020;107,227
Total Nacional;36 Pontevedra;Total;Índice;2019;105,793
Total Nacional;36 Pontevedra;Total;Índice;2018;103,258
Total Nacional;36 Pontevedra;Total;Índice;2017;101,984
Total Nacional;36 Pontevedra;Total;Índice;2016;100,964
Total Nacional;36 Pontevedra;Total;Índice;2015;100
Total Nacional;36 Pontevedra;Total;Índice;2014;100,065
Total Nacional;36 Pontevedra;Total;Índice;2013;100,912
Total Nacional;36 Pontevedra;Total;Índice;2012;102,595
Total Nacional;36 Pontevedra;Total;Índice;2011;103,44
Total Nacional;36 Pontevedra;Total;Variación anual;2022;2,7
Total Nacional;36 Pontevedra;Total;Variación anual;2021;2,2
Total Nacional;36 Pontevedra;Total;Variación anual;2020;1,4
Total Nacional;36 Pontevedra;Total;Variación anual;2019;2,5
Total Nacional;36 Pontevedra;Total;Variación anual;2018;1,2
Total Nacional;36 Pontevedra;Total;Variación anual;2017;1
Total Nacional;36 Pontevedra;Total;Variación anual;2016;1
Total Nacional;36 Pontevedra;Total;Variación anual;2015;-0,1
Total Nacional;36 Pontevedra;Total;Variación anual;2014;-0,8
Total Nacional;36 Pontevedra;Total;Variación anual;2013;-1,6
Total Nacional;36 Pontevedra;Total;Variación anual;2012;-0,8
Total Nacional;36 Pontevedra;Total;Variación anual;2011;..
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Índice;2022;108,021
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Índice;2021;105,628
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Índice;2020;103,496
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Índice;2019;102,977
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Índice;2018;103,186
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Índice;2017;102,684
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Índice;2016;101,328
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Índice;2015;100
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Índice;2014;99,293
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Índice;2013;99,265
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Índice;2012;100,566
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Índice;2011;101,685
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Variación anual;2022;2,3
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Variación anual;2021;2,1
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Variación anual;2020;0,5
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Variación anual;2019;-0,2
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Variación anual;2018;0,5
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Variación anual;2017;1,3
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Variación anual;2016;1,3
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Variación anual;2015;0,7
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Variación anual;2014;0
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Variación anual;2013;-1,3
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Variación anual;2012;-1,1
Total Nacional;36 Pontevedra;Vivienda unifamiliar;Variación anual;2011;..
Total Nacional;36 Pontevedra;Vivienda colectiva;Índice;2022;113,096
Total Nacional;36 Pontevedra;Vivienda colectiva;Índice;2021;110,021
Total Nacional;36 Pontevedra;Vivienda colectiva;Índice;2020;107,605
Total Nacional;36 Pontevedra;Vivienda colectiva;Índice;2019;106,077
Total Nacional;36 Pontevedra;Vivienda colectiva;Índice;2018;103,268
Total Nacional;36 Pontevedra;Vivienda colectiva;Índice;2017;101,916
Total Nacional;36 Pontevedra;Vivienda colectiva;Índice;2016;100,929
Total Nacional;36 Pontevedra;Vivienda colectiva;Índice;2015;100
Total Nacional;36 Pontevedra;Vivienda colectiva;Índice;2014;100,135
Total Nacional;36 Pontevedra;Vivienda colectiva;Índice;2013;101,058
Total Nacional;36 Pontevedra;Vivienda colectiva;Índice;2012;102,772
Total Nacional;36 Pontevedra;Vivienda colectiva;Índice;2011;103,595
Total Nacional;36 Pontevedra;Vivienda colectiva;Variación anual;2022;2,8
Total Nacional;36 Pontevedra;Vivienda colectiva;Variación anual;2021;2,2
Total Nacional;36 Pontevedra;Vivienda colectiva;Variación anual;2020;1,4
Total Nacional;36 Pontevedra;Vivienda colectiva;Variación anual;2019;2,7
Total Nacional;36 Pontevedra;Vivienda colectiva;Variación anual;2018;1,3
Total Nacional;36 Pontevedra;Vivienda colectiva;Variación anual;2017;1
Total Nacional;36 Pontevedra;Vivienda colectiva;Variación anual;2016;0,9
Total Nacional;36 Pontevedra;Vivienda colectiva;Variación anual;2015;-0,1
Total Nacional;36 Pontevedra;Vivienda colectiva;Variación anual;2014;-0,9
Total Nacional;36 Pontevedra;Vivienda colectiva;Variación anual;2013;-1,7
Total Nacional;36 Pontevedra;Vivienda colectiva;Variación anual;2012;-0,8
Total Nacional;36 Pontevedra;Vivienda colectiva;Variación anual;2011;..
Total Nacional;37 Salamanca;Total;Índice;2022;110,477
Total Nacional;37 Salamanca;Total;Índice;2021;108,432
Total Nacional;37 Salamanca;Total;Índice;2020;106,046
Total Nacional;37 Salamanca;Total;Índice;2019;105,688
Total Nacional;37 Salamanca;Total;Índice;2018;104,296
Total Nacional;37 Salamanca;Total;Índice;2017;102,636
Total Nacional;37 Salamanca;Total;Índice;2016;101,362
Total Nacional;37 Salamanca;Total;Índice;2015;100
Total Nacional;37 Salamanca;Total;Índice;2014;100,289
Total Nacional;37 Salamanca;Total;Índice;2013;100,558
Total Nacional;37 Salamanca;Total;Índice;2012;102,277
Total Nacional;37 Salamanca;Total;Índice;2011;102,959
Total Nacional;37 Salamanca;Total;Variación anual;2022;1,9
Total Nacional;37 Salamanca;Total;Variación anual;2021;2,2
Total Nacional;37 Salamanca;Total;Variación anual;2020;0,3
Total Nacional;37 Salamanca;Total;Variación anual;2019;1,3
Total Nacional;37 Salamanca;Total;Variación anual;2018;1,6
Total Nacional;37 Salamanca;Total;Variación anual;2017;1,3
Total Nacional;37 Salamanca;Total;Variación anual;2016;1,4
Total Nacional;37 Salamanca;Total;Variación anual;2015;-0,3
Total Nacional;37 Salamanca;Total;Variación anual;2014;-0,3
Total Nacional;37 Salamanca;Total;Variación anual;2013;-1,7
Total Nacional;37 Salamanca;Total;Variación anual;2012;-0,7
Total Nacional;37 Salamanca;Total;Variación anual;2011;..
Total Nacional;37 Salamanca;Vivienda unifamiliar;Índice;2022;106,299
Total Nacional;37 Salamanca;Vivienda unifamiliar;Índice;2021;104,598
Total Nacional;37 Salamanca;Vivienda unifamiliar;Índice;2020;103,27
Total Nacional;37 Salamanca;Vivienda unifamiliar;Índice;2019;103,262
Total Nacional;37 Salamanca;Vivienda unifamiliar;Índice;2018;103,962
Total Nacional;37 Salamanca;Vivienda unifamiliar;Índice;2017;102,624
Total Nacional;37 Salamanca;Vivienda unifamiliar;Índice;2016;101,395
Total Nacional;37 Salamanca;Vivienda unifamiliar;Índice;2015;100
Total Nacional;37 Salamanca;Vivienda unifamiliar;Índice;2014;100,053
Total Nacional;37 Salamanca;Vivienda unifamiliar;Índice;2013;101,058
Total Nacional;37 Salamanca;Vivienda unifamiliar;Índice;2012;102,145
Total Nacional;37 Salamanca;Vivienda unifamiliar;Índice;2011;103,038
Total Nacional;37 Salamanca;Vivienda unifamiliar;Variación anual;2022;1,6
Total Nacional;37 Salamanca;Vivienda unifamiliar;Variación anual;2021;1,3
Total Nacional;37 Salamanca;Vivienda unifamiliar;Variación anual;2020;0
Total Nacional;37 Salamanca;Vivienda unifamiliar;Variación anual;2019;-0,7
Total Nacional;37 Salamanca;Vivienda unifamiliar;Variación anual;2018;1,3
Total Nacional;37 Salamanca;Vivienda unifamiliar;Variación anual;2017;1,2
Total Nacional;37 Salamanca;Vivienda unifamiliar;Variación anual;2016;1,4
Total Nacional;37 Salamanca;Vivienda unifamiliar;Variación anual;2015;-0,1
Total Nacional;37 Salamanca;Vivienda unifamiliar;Variación anual;2014;-1
Total Nacional;37 Salamanca;Vivienda unifamiliar;Variación anual;2013;-1,1
Total Nacional;37 Salamanca;Vivienda unifamiliar;Variación anual;2012;-0,9
Total Nacional;37 Salamanca;Vivienda unifamiliar;Variación anual;2011;..
Total Nacional;37 Salamanca;Vivienda colectiva;Índice;2022;110,723
Total Nacional;37 Salamanca;Vivienda colectiva;Índice;2021;108,657
Total Nacional;37 Salamanca;Vivienda colectiva;Índice;2020;106,202
Total Nacional;37 Salamanca;Vivienda colectiva;Índice;2019;105,822
Total Nacional;37 Salamanca;Vivienda colectiva;Índice;2018;104,314
Total Nacional;37 Salamanca;Vivienda colectiva;Índice;2017;102,637
Total Nacional;37 Salamanca;Vivienda colectiva;Índice;2016;101,36
Total Nacional;37 Salamanca;Vivienda colectiva;Índice;2015;100
Total Nacional;37 Salamanca;Vivienda colectiva;Índice;2014;100,302
Total Nacional;37 Salamanca;Vivienda colectiva;Índice;2013;100,535
Total Nacional;37 Salamanca;Vivienda colectiva;Índice;2012;102,281
Total Nacional;37 Salamanca;Vivienda colectiva;Índice;2011;102,955
Total Nacional;37 Salamanca;Vivienda colectiva;Variación anual;2022;1,9
Total Nacional;37 Salamanca;Vivienda colectiva;Variación anual;2021;2,3
Total Nacional;37 Salamanca;Vivienda colectiva;Variación anual;2020;0,4
Total Nacional;37 Salamanca;Vivienda colectiva;Variación anual;2019;1,4
Total Nacional;37 Salamanca;Vivienda colectiva;Variación anual;2018;1,6
Total Nacional;37 Salamanca;Vivienda colectiva;Variación anual;2017;1,3
Total Nacional;37 Salamanca;Vivienda colectiva;Variación anual;2016;1,4
Total Nacional;37 Salamanca;Vivienda colectiva;Variación anual;2015;-0,3
Total Nacional;37 Salamanca;Vivienda colectiva;Variación anual;2014;-0,2
Total Nacional;37 Salamanca;Vivienda colectiva;Variación anual;2013;-1,7
Total Nacional;37 Salamanca;Vivienda colectiva;Variación anual;2012;-0,7
Total Nacional;37 Salamanca;Vivienda colectiva;Variación anual;2011;..
Total Nacional;38 Santa Cruz de Tenerife;Total;Índice;2022;117,853
Total Nacional;38 Santa Cruz de Tenerife;Total;Índice;2021;113,95
Total Nacional;38 Santa Cruz de Tenerife;Total;Índice;2020;111,733
Total Nacional;38 Santa Cruz de Tenerife;Total;Índice;2019;111,072
Total Nacional;38 Santa Cruz de Tenerife;Total;Índice;2018;107,015
Total Nacional;38 Santa Cruz de Tenerife;Total;Índice;2017;104,261
Total Nacional;38 Santa Cruz de Tenerife;Total;Índice;2016;101,953
Total Nacional;38 Santa Cruz de Tenerife;Total;Índice;2015;100
Total Nacional;38 Santa Cruz de Tenerife;Total;Índice;2014;99,67
Total Nacional;38 Santa Cruz de Tenerife;Total;Índice;2013;99,701
